,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
150,01-Nov-21,Senior Product Analyst/Product Analyst,China Telecom Global Limited,Wan Chai,Telecommunication,,"['Degree holder in Statistics, Economics, Business Research, Computer Science, Engineering, or related disciplines', 'At least 5 years relevant experience in product analytics, with experience of Telecom industry or IT products', 'Demonstrated experience with quantitative analysis, putting complex data into key components of business decisions', 'Strong writing and visualization skills with the ability to communicate complex quantitative analysis', 'Good knowledge of Telecom services, network infrastructure and new information technologies', 'Able to work independently', 'Familiar with Microsoft Office, Excel, PowerPoint and database programs', 'Excellent\xa0command of both spoken and written Chinese and English', 'We offer 5 days work, competitive salary package and attractive career development opportunities to the right candidate.', 'Interested parties please email your full resume with your current &amp; expected salary to us.']","['Manage a line of products throughout its full life cycle', 'Perform market research and collect customer feedbacks, analyse market data, trends, and behaviors to provide insights and recommendations on product launch strategy', 'Monitor product performance, perform regular product P&amp;L, forecast and operation analysis', 'Conduct quantitative analysis and data mining to support business decisions and provide data-driven recommendations', 'Model analysis and generate reports and presentations on findings for internal review', 'Communicate results and recommendations to all levels of the company including senior management', 'Maintain a proactive communication with internal departments (e.g. Operation, Business, Product, IT etc.) , to gain an understanding of the problems to be solved and gather requirements for analysis tasks', 'Provide market expertise and support product manager in generating new product feature ideas, and marketing manager in go-to-market programs', 'Job Requirements:', 'Degree holder in Statistics, Economics, Business Research, Computer Science, Engineering, or related disciplines', 'At least 5 years relevant experience in product analytics, with experience of Telecom industry or IT products']","['Key\xa0Responsibilities:', 'Manage a line of products throughout its full life cycle', 'Perform market research and collect customer feedbacks, analyse market data, trends, and behaviors to provide insights and recommendations on product launch strategy', 'Monitor product performance, perform regular product P&amp;L, forecast and operation analysis', 'Conduct quantitative analysis and data mining to support business decisions and provide data-driven recommendations', 'Model analysis and generate reports and presentations on findings for internal review', 'Communicate results and recommendations to all levels of the company including senior management', 'Maintain a proactive communication with internal departments (e.g. Operation, Business, Product, IT etc.) , to gain an understanding of the problems to be solved and gather requirements for analysis tasks', 'Provide market expertise and support product manager in generating new product feature ideas, and marketing manager in go-to-market programs', 'Job Requirements:']"
151,29-Oct-21,e-Banking Manager (Data Analysis) (Ref: NH8011-DA-JDB),Nanyang Commercial Bank,Sheung Wan,Financial Services,4 years,"['Preferably Master degree, or relevant qualifications in Data Science, Statistics, Mathematics, Computer Science, Economics, or other Quantitative Disciplines with strong association with data science, machine learning and analytics;', 'At least 3 years of relevant experience, preferably in banking and financial sector;', 'In-depth knowledge and experience with machine learning, supervised, unsupervised and reinforcement, classification, regression, clustering models;', 'Programming expert in C, C++, R and Python;', 'Experience in working within and structuring large data sets;', 'Strong management skills in leading major projects;', 'High technical aptitude, problem solving abilities, intellectual curiosity, motivation, and passion for data discovery;', 'Ability to communicate effectively, embrace change and overcome challenges;', 'Strong desire to learn and able to work in Agile environment;', 'Open-minded and self-motivated with good communication and interpersonal skills as well as strong sense of responsibility;', 'Great sense of ownership and servicing mindset to ensure efficient and effective customer service.']",,"['Play a vital role in generating key insights into customer behaviors\xa0by applying machine learning techniques to real-world problems.\xa0Find innovative approaches to establish causality that is otherwise too messy and not possible through observational studies.\xa0Design and build predictive models.\xa0Produce actionable metrics from data collection, assimilation, aggregation and visualization from multiple data sources.\xa0Driving and managing multiple projects from research, planning, designing to final delivery.\xa0Work closely with internal stakeholders and external vendors on project planning and execution.\xa0Identify business opportunities and improving competitiveness for our business.', 'Requirements:', 'Preferably Master degree, or relevant qualifications in Data Science, Statistics, Mathematics, Computer Science, Economics, or other Quantitative Disciplines with strong association with data science, machine learning and analytics;', 'At least 3 years of relevant experience, preferably in banking and financial sector;', 'In-depth knowledge and experience with machine learning, supervised, unsupervised and reinforcement, classification, regression, clustering models;', 'Programming expert in C, C++, R and Python;', 'Experience in working within and structuring large data sets;', 'Strong management skills in leading major projects;', 'High technical aptitude, problem solving abilities, intellectual curiosity, motivation, and passion for data discovery;', 'Ability to communicate effectively, embrace change and overcome challenges;']"
152,03-Nov-21,Business Intelligence & Analytics - Top Urgent,IAAS Consulting Group,Kowloon Bay,Human Resources Management/Consultancy,3 years,"['University Graduate in Computer Science or related disciplines', 'At least 1-3 years’ working experience on Data Warehouse', 'Solid skill with SQL, PL/SQL and RDBMS and experience in SQL programming', 'Solid skill with PowerBI, SSIS and other ETL tools', 'Knowledge on programming skill like Python is preferred', 'Strong troubleshooting and problem solving skills in large data environment', 'Strong sense of responsibility, proactive, flexible and result-oriented', 'Proficiency in spoken and written English and Mandarin', 'Passionate in ETL and Data Warehouse']","['Responsible for design, development and maintenance of Enterprise Data Warehouse', 'Responsible for ETL development to consolidate and integrate data from various data sources stored in different systems', 'Be a team player in ensuring the Data Warehouse fulfil the needs of the team in performing analysis, data modelling and report visualization', 'Be the subject matter expert of the Data Warehouse architecture with proper document stored', 'Requirements:', 'University Graduate in Computer Science or related disciplines', 'At least 1-3 years’ working experience on Data Warehouse', 'Solid skill with SQL, PL/SQL and RDBMS and experience in SQL programming', 'Solid skill with PowerBI, SSIS and other ETL tools', 'Knowledge on programming skill like Python is preferred', 'Strong troubleshooting and problem solving skills in large data environment', 'Strong sense of responsibility, proactive, flexible and result-oriented', 'Proficiency in spoken and written English and Mandarin', 'Passionate in ETL and Data Warehouse']","['Responsibilities:', 'Responsible for design, development and maintenance of Enterprise Data Warehouse', 'Responsible for ETL development to consolidate and integrate data from various data sources stored in different systems', 'Be a team player in ensuring the Data Warehouse fulfil the needs of the team in performing analysis, data modelling and report visualization', 'Be the subject matter expert of the Data Warehouse architecture with proper document stored', 'Requirements:', 'University Graduate in Computer Science or related disciplines', 'At least 1-3 years’ working experience on Data Warehouse', 'Solid skill with SQL, PL/SQL and RDBMS and experience in SQL programming', 'Solid skill with PowerBI, SSIS and other ETL tools', 'Knowledge on programming skill like Python is preferred', 'Strong troubleshooting and problem solving skills in large data environment', 'Strong sense of responsibility, proactive, flexible and result-oriented', 'Proficiency in spoken and written English and Mandarin', 'Passionate in ETL and Data Warehouse']"
153,03-Nov-21,System Analyst,HKT,Wan Chai,Telecommunication,3 years,,,"['Your Role', 'Identify market demands and recommend business opportunities, and\xa0support low-level design', 'Conduct dashboard development for different Business Unit', 'Conduct ETL workflow development for data management purposes', 'Provide application management &amp; support', 'Work with IT counterparts for system integration, conduct business requirement analysis, system analysis and design', 'Liaise with business users to collect details user requirements', 'To succeed in this role', 'Degree Holder in Information Technology, Computer Science or related disciplines', '4 to 5 years working experience in data analytics related development work', 'Knowledge of hadoop, relational database and NoSQL database.(e.g. Cloudera, MapR, Teradata, Oracle, Hbase, Redis, MongoDB)', 'Knowledge in Data Lake, Data Warehouse and Data mart is a plus', 'Knowledge in one of ETL tools (e.g. Informatica, Datastage, Pentaho). Informatica is a plus', 'Proficient in Java8, Windows, Linux/Unix shell script, Oracle', 'Programming Languages: SQL, PL/SQL, Javascript, Shell Script, CSS']"
154,03-Nov-21,Business Analyst,JFE Consulting Limited,,Human Resources Management/Consultancy,1 year,,,"['Our client is a\xa0well-established conglomerate with business across globally.', 'Job Description', 'Liaising with various business units on business requirements', 'Perform business analysis and user requirement studies and assist stakeholders\xa0in developing\xa0business process flow', 'Monitor project progress', 'from conception through implementation', 'Carry out business impact assessment, facilitate\xa0project manager and business users to define system testing scenarios, prepare test cases and expected outputs', 'Closely work with global teammate for dashboard building ,data collection, reporting', 'Assist in project evaluation, conducting &amp; coordinating studies, and building business cases', 'Develop the collaboration platform for performance visualization, including business intelligence and portal']"
155,29-Oct-21,HKU Professoriate Cluster Recruitment (Data Science and/or Big Data Related fields) (Ref.: 508526),The University of Hong Kong,,Education,,,,"['for the Institute of Data Science', 'The University of Hong Kong (HKU) is recruiting 30 outstanding academics in data science and/or big data related fields with potential for scientific and scholarly breakthroughs to join its newly established Institute of Data Science (HKU-IDS) as assistant, associate, or full professors, on tenure-track or with direct tenure.', 'To achieve strategic cluster recruitment, applications are invited for positions in the two major themes of data science:', 'Core: fundamentals in machine learning and artificial intelligence, big data systems, data security and privacy, natural language processing, Bayesian learning, casual inference, decision making under uncertainty, interface between optimization and machine learning', 'Applied: the use of data science in computational social science, bioinformatics, medicines, Fintech, visions and robotics, and smart cities', 'We are seeking dedicated and creative scholars to help build up HKU-IDS through active research and strong commitment to teaching and mentoring of students. We welcome outstanding candidates from diverse disciplines in computer science, statistics, optimization, applied mathematics, social science, bioinformatics, business, and other related areas to apply.', 'Each successful candidate will be jointly appointed in HKU-IDS and the academic department at HKU best aligned with the candidate’s work. \xa0Enquiries about the post should be sent.', 'A highly competitive salary commensurate with qualifications and experience will be offered, in addition to annual leave and medical benefits. At current rates, salaries tax does not exceed 15% of gross income. The appointment will attract a contract-end gratuity and University contribution to a retirement benefits scheme, totalling up to 15% of basic salary.\xa0 Housing benefits will be provided as applicable.', 'Applicants should submit online applications with a cover letter, curriculum vitae, research statement, teaching statement, 2 or 3 most significant research publications, and contact information for at least three references at:', 'https://www.prof-scholars.hku.hk/apply-now', '. Review of applications is ongoing and the search will continue until the positions are filled.']"
156,29-Oct-21,Data Engineer,Prime Group,,Human Resources Management/Consultancy,,,,"['Our Client was established in 2015, focused on investing in innovative companies in healthcare industry globally.', 'They are looking for a Data Engineer who have strong analytical skills and able to convert data to meaning insights.', 'Job Description:', 'Able to assist to build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using various tools.', 'Process, clean and verify the integrity of data.', 'Work with different parties with data-related technical issues, support their data infrastructure needs and strive for greater functionality in our data systems.', 'Develop information security policy and data security.', 'Routine health check on various systems and timely perform system back-up.', 'Manage user access and assist users to import/export data. - Assist to follow implementation of various projects.', 'Liaise with external IT vendor for routine office IT duties including IT security.', 'Requirement:', 'Bachelor’s degree or above, major in Computer science or other related fields with 2 years of experience would be advantage.', 'Familiar with major AI framework, e.g., TensorFlow, Pyorch, Keras, etc.', 'Proficient in SQL and programming languages, e.g., Python, PHP, Java, C++, etc.', 'Good analytical mindset and excellent communication skills.', 'Proficient in English and Mandarin is a must.', 'Interest parties please click ""Apply Now"" button.']"
157,"{date}"",""","(Senior) Data Analyst – Large-scale company, 30-40k",Pathos Consultancy Limited,Central & Western Area,Human Resources Management/Consultancy,5 years,"['At least 5 years of working experience, with related data/customer analysis is hugely advantageous', 'Solid technical knowledge on SQL', 'Familiar with CRM will be advantageous', 'Strong analytical, presentation, communication and project management skills', 'Good command of both written and spoken English and Chinese']","['Work with the team to support end-to-end statistical data/customer analysis for business needs', 'Closely liaise with internal and external stakeholders on analysis and propose actionable solutions', 'Utilize available data to generate reports, analysis and interpret into business terms', 'Educate business users on data visualisation', 'Support ad-hoc tasks and requests by the management', 'Requirements:', 'At least 5 years of working experience, with related data/customer analysis is hugely advantageous', 'Solid technical knowledge on SQL', 'Familiar with CRM will be advantageous', 'Strong analytical, presentation, communication and project management skills', 'Good command of both written and spoken English and Chinese']","['Our client is one of the renowned corporations in HK, with stable business performance. They are now hiring competent Data Analysts to further support their new projects.', 'Responsibilities:', 'Work with the team to support end-to-end statistical data/customer analysis for business needs', 'Closely liaise with internal and external stakeholders on analysis and propose actionable solutions', 'Utilize available data to generate reports, analysis and interpret into business terms', 'Educate business users on data visualisation', 'Support ad-hoc tasks and requests by the management', 'Requirements:', 'At least 5 years of working experience, with related data/customer analysis is hugely advantageous', 'Solid technical knowledge on SQL', 'Familiar with CRM will be advantageous', 'Strong analytical, presentation, communication and project management skills']"
158,28-Oct-21,Manager (Data Analytics),Hong Kong Metropolitan University,Kowloon City Area,Education,,,,"['We are now inviting suitable candidate(s) to join us in the', 'Office of Research Affairs', 'for the following post(s):', 'Manager (Data Analytics)', '(Ref: 21001XB)', 'Major Duties and Responsibilities', 'The appointee shall mainly be responsible for the following:', 'Developing clear and well-structured analytical plans;', 'Designing and conducting reviews and studies on academic analytics;', 'Identifying and evaluating potential data sources;']"
159,29-Oct-21,Senior Data Analyst,Jones Lang LaSalle Ltd,Others - China,Property Management / Consultancy,2 years,,,"['Senior Data Analyst (Cyber Security)', 'The incumbent is responsible for the initial analysis, monitoring and escalation of security events.\xa0 The successful candidate will demonstrate the ability to operate in a technically complex, fast-changing and diverse environment.', 'Responsibilities', 'Identifying threats, vulnerabilities, exploitations and apply security controls, tools and techniques to detect or gather information on domains &amp; subjects', 'Develop, execute and monitor simple to moderately complex data management / analytic processes to support ad hoc data and information delivery for assigned projects', 'Develop documentation and data flow diagrams to maintain accurate metadata and data lineage', 'Participate in the design and development of technical solutions to ensure that business requirements are satisfied', 'Document and investigate reported security incidents and assist security team with employee cybersecurity training', 'Conduct cybersecurity awareness sessions and contribute to communication and work with business to ensure compliance with security control and policies', 'Monitor security tools to identify suspected or known security threats and assists Security Team with managing and creating DLP reporting']"
160,27-Oct-21,Data Analyst,China State Construction Engineering (Hong Kong) Limited,Wan Chai,Architecture/Building/Construction,3 years,"['University degree holder or above in relevant field(Data Mining, Computer Science, Machine Learning)', 'Over 3 years of experience in Big Data and data', 'analyze', 'Familiarity with Hadoop, Map/Reduce and NoSQL databases', 'Comfortable in a programming language like Python, PHP, R', 'Experience with machine learning packages', 'Hands-on experience on Oracle, MSSQL, MySQL Server, Greenplum with GIS database administration and optimization', 'Knowledge in Business Intelligence', 'Visualization', 'Techniques', '(e.g. PowerBI,\xa0Tableau)', ', ETL processing and methodologies is a definite advantage', 'We offer attractive remuneration package with comprehensive fringe benefits to the right candidates. Interested parties please send resume with day-time contact number, expected salary and quoting Ref. No. to Human Resources Manager, 29/F., China Overseas Building, 139 Hennessy Road, Wanchai, Hong Kong or e-mail or fax to 2528 2840.']",,"['Job Description:', 'Develop reference modules and programs for facilitating the adoption of big data analytics;', 'Enhance and maintain the theme pages for big data analytics platform and data sharing infrastructure;', 'Reveal and uncover insights by exploring and mining structured and unstructured data;', 'Apply analytical methods and algorithms to build data products that generate business insights and improve operational efficiency', 'Job Requirements:', 'University degree holder or above in relevant field(Data Mining, Computer Science, Machine Learning)', 'Over 3 years of experience in Big Data and data', 'analyze', 'Familiarity with Hadoop, Map/Reduce and NoSQL databases']"
161,29-Oct-21,SENIOR DATA ENGINEER - INVESTMENT FIRM,Value Search Asia Limited,Central,Management Consultancy/Service,8 years,,,"['Our client an investment firm with public and private investments globally. Their investment team is currently looking for a Senior Data Engineer to join their team in Hong Kong.', 'You will be responsible for web scraping, including extracting and ingesting English &amp; Chinese data from websites using web crawling tools. You will be building the infrastructure to improve scraping systems, reports, and data management. You will also drive the data warehouse &amp; analytics platforms and build systems that process massive amounts of structured and unstructured data with batch processing to improve the process when needed.', 'To apply for this job', 'Contact:', 'Chloe', 'quoting job ref:\xa0JobsDB-1537', 'Telephone: 852 - 2525 8820']"
162,29-Oct-21,"Manager, Project Delivery (Customer Data Platform)",Shanghai Commercial Bank Ltd,Mong Kok,Financial Services,5 years,"['Degree in Computer Science/IT or related discipline.', 'Minimum 5 years of experience, preferably in banking and finance, in project / programme delivery, ideally with some experience in managing large scale Data Analytic/Data Warehouse/Data Lake project implementation.', 'Has experience in managing hybrid Cloud IaaS environments.', 'Recognized qualification in project management (PMP or Prince2) is preferred', 'Knowledge in Big Data Platform tools', 'Proactive with good communication skills', 'Good command of spoken and written English and Chinese. Mandarin is an advantage.', 'Attractive remuneration package will be offered to the right candidates. Interested parties please click\xa0""', 'Apply Now', '""\xa0to submit your full resume with current and expected salary to the', 'Human Resources Division', '.', 'Please visit us at']","['Partner with the selected vendors, Business, Data Scientist, IT, and related departments to support the design and implement data platform based on the Bank’s and department’s needs and directions.', 'Provide support on analyse data business needs across different departments and functions.', 'Play a role in the identification and selection of vendor for the data platform and prepare the RFP.', 'Manage data quality, data analytic tools, data governance, and data migration.', 'Closely work with related stakeholders to build use cases and business plan for budget sign-off.', 'Provide end to end project management of the customer data platform implementation.', 'Requirements:', 'Degree in Computer Science/IT or related discipline.', 'Minimum 5 years of experience, preferably in banking and finance, in project / programme delivery, ideally with some experience in managing large scale Data Analytic/Data Warehouse/Data Lake project implementation.', 'Has experience in managing hybrid Cloud IaaS environments.']","['Responsibilities:', 'Partner with the selected vendors, Business, Data Scientist, IT, and related departments to support the design and implement data platform based on the Bank’s and department’s needs and directions.', 'Provide support on analyse data business needs across different departments and functions.', 'Play a role in the identification and selection of vendor for the data platform and prepare the RFP.', 'Manage data quality, data analytic tools, data governance, and data migration.', 'Closely work with related stakeholders to build use cases and business plan for budget sign-off.', 'Provide end to end project management of the customer data platform implementation.', 'Requirements:', 'Degree in Computer Science/IT or related discipline.']"
163,30-Oct-21,Data Lake & Analytics Platform Architect,Pinpoint Asia Limited,,Human Resources Management/Consultancy,10 years,"['At least 10 years of working experience in Data Architecture.', 'Candidates either strong in Data Lake OR Data Science technology would also be considered. (It is not necessary to be required good with both)', 'Proven experience in establishing a data governance model and framework.', 'Strong project management skills in managing business data governance solution implementation and delivery projects.', 'Experience in implementing data solutions on Cloud platforms would be preferred.', 'Strong knowledge and experience in Data warehouse and relational databases.', 'Strong in Data Science Language including R and Python.', 'Strong in Data Visualization tools including SAS and Tableau.', 'Strong in Data Lake Technologies including Hadoop, Spark, Kafka, Hive and MapReduce.', 'Knowledge of Messaging technologies says Tibco and MQ.', 'Strategic thinking and communication, which is able to coach and lead all levels of people.']","['Design the Data technology architecture in Data Lake and Analytics which creates a data-driven environment for the whole organization.', ""Lead the definition of the enterprise data models, policies and standards which support and align with the firm's vision and objectives."", 'Build a Data CoE across the business and technology in the organization.', 'Work with the senior leaders in defining the technology strategy, solutions and architecture in data and analytics.', 'Establish and maintain core data models, information standards, and data management lifecycle controls.', 'Provide End-to-end data design and management for data acquisition and processing, data quality and governance for the Enterprise Data platform.', 'Work with the application teams in creating technology platforms across:', 'Data Management and Governance Platform', 'Integration Platform between applications running on-premise and on cloud', 'Data Lake / Data Visualization / Data Analytics Solutions (Informatica, Tableau, QlikView etc)']","['Our client, a leading large enterprise in its domain, is looking for a strong Data Lake &amp; Analytics Platform Architect for their growing data needs. The selected candidate will be leading their data and analytics architecture and build. This role will be the lead person in leading their Data development across the firm.', 'Responsibilities:', 'Design the Data technology architecture in Data Lake and Analytics which creates a data-driven environment for the whole organization.', ""Lead the definition of the enterprise data models, policies and standards which support and align with the firm's vision and objectives."", 'Build a Data CoE across the business and technology in the organization.', 'Work with the senior leaders in defining the technology strategy, solutions and architecture in data and analytics.', 'Establish and maintain core data models, information standards, and data management lifecycle controls.', 'Provide End-to-end data design and management for data acquisition and processing, data quality and governance for the Enterprise Data platform.', 'Work with the application teams in creating technology platforms across:', 'Data Management and Governance Platform']"
164,29-Oct-21,(Senior) Solutions Analyst (Financial data automation solutions) x 2 posts,Avnet Technology Hong Kong Limited,Kowloon Bay,Electronics/Electrical Equipment,5 years,,,"['Job Summary:', 'Data automation solutions development, testing and implementation', 'Perform on-going support and enhancement on existing solutions', 'Job Duties:', 'Responsible for data automation solutions development including: Collect data and business requirements, Formulate management and analytical reports, Database design and maintenance', 'Contribute ideas to financial process improvement', 'Handle new projects and other ad-hoc reports as assigned', 'Qualification &amp; Experience:', 'Degree holder in Computer Science or related discipline']"
165,03-Nov-21,Investment Data Analytics Analyst (Investment Department),China Life Insurance (Overseas) Company Limited,Kowloon City Area,Insurance/Pension Funding,1 year,,,"['Responsibilities', 'Assist in the compilation, monitoring and management of portfolio valuation and investment PnL.', 'Assist in the collection, compilation and structuring of investment data.', 'Prepare relevant data analysis in regulatory, internal and group-level reporting.', 'Provide investment-end support in the continuous development of our investment technology data platform.', 'Other investment data analytics related ad-hoc assignments as required.', 'Requirements', ""Bachelor's Degree in Business, Accounting, Finance or related disciplines."", ""1-2 years' relevant working experience with exposure in portfolio management and asset allocation initiatives.""]"
166,03-Nov-21,Technical Analyst - Office Intelligence Solution / Infrastructure,Orient Overseas Container Line Ltd (OOCL),Shatin Area,Freight Forwarding/Delivery/Shipping,,,,"['Accelerate your career', 'Experience the latest technology on cloud, Office 365 solution development and Office intelligence Data Analytics', 'Learn and apply the latest technologies in building enterprise office intelligence solution and infrastructure services', 'Gain global exposure on office intelligence solution management', 'Your role', 'Participate in enterprise office intelligence solution design, solution and software development', 'Research and evaluate new technologies on different office intelligence solutions', 'Liaison directly with users through user centered design techniques including observational research, interviews, and concept testing to uncover needs, learn about user behavior and explore design concepts', 'Translate visionary ideas or requirements into thoughtful and compelling design concepts and work with team members to mockup both low and high-fidelity prototypes and implement solution for different business users globally']"
167,03-Nov-21,Business Analyst (IT),S.F. Express (Hong Kong) Limited,Tsing Yi,Freight Forwarding/Delivery/Shipping,3 years,,"['Understand the business needs, balance the requirements amongst business stakeholders and recommend solutions', 'Analyze users ‘ requirements and', 'translate users’ ideas and cases into functional specification', 'Work closely with onshore/offshore development team and external vendors to ensure the system can be completed timel', 'y', 'Manage the project schedule from the high-level system design and analysis, system implementation/enhancement, UAT to system deployment', 'Prepare and maintain function specification and training documentation', 'Requirement:', 'Higher Diploma or above in Computer Science, Business Analytics, Information Technology, Logistics or other related disciplines', '1 year plus working experience in software development, system solution consultancy, or developing programmable documents, preferably in Logistics/Courier Industries or consultant companies']","['Responsibilities:', 'Understand the business needs, balance the requirements amongst business stakeholders and recommend solutions', 'Analyze users ‘ requirements and', 'translate users’ ideas and cases into functional specification', 'Work closely with onshore/offshore development team and external vendors to ensure the system can be completed timel', 'y', 'Manage the project schedule from the high-level system design and analysis, system implementation/enhancement, UAT to system deployment', 'Prepare and maintain function specification and training documentation', 'Requirement:']"
168,03-Nov-21,Business Analyst (Pension),iFAST Hong Kong Holdings Limited,Tsim Sha Tsui,Insurance/Pension Funding,1 year,"['Bachelor degree in Computer Science, IT, Business Information Systems or related field;', 'Minimum', '1 year’s', 'related experience in business analysis, solution design or project managements; preferably related experience in the pension or financial industry;', 'Experience in performing testing of pension or financial application is an advantage', 'Capacity to multi-task, manage time effectively and work under pressure and to fixed deadlines with attention to detail in a fast-paced environment;', 'Strong analytical, interpersonal and communication skills;', 'Self-motivated, strong sense of responsibility and willing to learn;', 'Excellent command in spoken and written English and Chinese.', 'Our offer:', 'Career development prospect;', 'Attractive remuneration;']","['Understand the business objectives and rationales behind high-level product features, analyze and translate them into detailed functional requirement specifications of projects;', 'Design test scenarios and test cases based on business requirements, functional requirement specifications and ensure comprehensive coverage of test cases', 'Perform execution of test case manually or using automated testing tools, compile test result and monitor the defect fixing progress', 'Understand the limitations and issues of existing testing processes and recommend improvement initiatives', 'Work closely with the business users and IT application team throughout the system development life cycle to deliver product features and solutions;', 'Coordinate with users in integration and testing of new enhancements;', 'Act as the key interface between the IT application team, relevant departments, and external vendors;', 'Perform ad-hoc duties as and when required.', 'Requirements:', 'Bachelor degree in Computer Science, IT, Business Information Systems or related field;']","['Responsibilities:', 'Understand the business objectives and rationales behind high-level product features, analyze and translate them into detailed functional requirement specifications of projects;', 'Design test scenarios and test cases based on business requirements, functional requirement specifications and ensure comprehensive coverage of test cases', 'Perform execution of test case manually or using automated testing tools, compile test result and monitor the defect fixing progress', 'Understand the limitations and issues of existing testing processes and recommend improvement initiatives', 'Work closely with the business users and IT application team throughout the system development life cycle to deliver product features and solutions;', 'Coordinate with users in integration and testing of new enhancements;', 'Act as the key interface between the IT application team, relevant departments, and external vendors;', 'Perform ad-hoc duties as and when required.', 'Requirements:']"
169,03-Nov-21,Analyst Programmer (Fresh Grad Welcomed and Multiple Openings),Varmeego,,Information Technology,4 years,,,"['Responsibilities', 'The successful candidate will be responsible for system development, testing and maintenance support of large scale projects with over 20 teammates. He/she will be involved in the following areas:', 'Perform system analysis, design and development', 'Prepare test plan, test cases/scripts, test environments, data and perform testing', 'Support UAT and system implementation', 'Requirements', 'Higher Diploma or Degree holder in Computer Science, Information Technology or related discipline', 'Minimum 1 year related working experience in Java and Spring Framework and Oracle Database', 'Work independent, analytical, good problem solving skills, and must be able to cope with tight project schedule', 'Good communication skill in both spoken and written English and Chinese.', 'Fresh graduate will be considered as Programmer']"
170,27-Oct-21,Data Analyst,csl.,Quarry Bay,Telecommunication,,,,"['Data Analyst', 'As\xa0a\xa0member of our data analytics team in csl,\xa0you will responsible for target database list generation, data extraction, campaign tracking, business performance reporting, customer data analysis and provide fact-based data driven insights on customer behavior to support and drive business initiatives.', 'Your role', 'Perform data extraction to fulfill marketing programs’ requirements', 'Compile regular and customized reports related to business performance, service usage and customer analysis', 'Apply statistical modeling to identify business opportunities and areas for improvement', 'Perform campaign tracking, assist in execution of standard data mapping jobs and verify data sets', 'Reveal and uncover insights by exploring and mining structured and unstructured data', 'Provide ongoing database support for segment marketing activities with well mechanism in maintaining an accurate and up-to-date database', 'Conduct user acceptance test of in-house-developed applications, as well as develop supervised and unsupervised machine learning models', 'Apply analytical methods and algorithms to build data products that generate business insights and improve operational efficiency', 'To succeed in this role', 'University graduate in Statistics, Computer Science, Information Technology, Data Science, Engineering or other relevant disciplines', ""1\xa0- 3 years' working experience in programming, data extraction, MIS"", 'Proficiency in relational databases - SQL,\xa0SAS, VBA\xa0and FoxPro, with\xa0knowledge and\xa0experience on\xa0Cognos, Excel, Python, Java, Java script']"
171,27-Oct-21,Analyst Programmer (Data Analytics),China State Construction Engineering (Hong Kong) Limited,,Architecture/Building/Construction,3 years,"['University degree holder or above in relevant field (Computer Science, Software Engineering, Data Mining, Machine Learning)', 'Over 3 years of experience in data analyze and programming', 'Experience in Business Intelligence Visualization Techniques like PowerBI and DataV', 'Knowledge in ETL processing and methodologies', 'Good knowledge in development with Python OR C#.NET OR JAVA OR ReactJS, VueJS, AngularJS', 'Hands-on experience on Oracle, MSSQL, MySQL Server, Greenplum with GIS database administration and optimization', 'Experience in big data analytics and AI projects is a big plus', 'Strong analytical and problem-solving skills, self-motivated and able to work under pressure', 'Able to communicate effectively with both technical and business audience in Mandarin Chinese and English', 'Please click ""Apply Now"" to submit your application.', 'Personal data collected will be used for recruitment purpose only.']",,"['Job Description:', 'Establish and maintain high-efficiency and high-quality in-house software development and AI project implementation process and standard', 'Working knowledge of SQL Server, Create Power BI (PBI) Dashboards &amp; Reports', 'Develop reference modules and programs for facilitating the adoption of big data analytics', 'Enhance and maintain the theme pages for big data analytics platform and data sharing infrastructure', 'Reveal and uncover insights by exploring and mining structured and unstructured data', 'Apply analytical methods and algorithms to build data products that generate business insights and improve operational efficiency', 'Job Requirements:', 'University degree holder or above in relevant field (Computer Science, Software Engineering, Data Mining, Machine Learning)']"
172,28-Oct-21,Big Data Specialist – Trading Firm (Perm),Pathos Consultancy Limited,Central,Human Resources Management/Consultancy,,,,"['The Company', 'Our client is aimed to bring a highly dynamic and innovative team in Big Data approach. The company has been well-established in Hong Kong and they are now looking for a Big Data Specialist in data development with latest technologies.', 'The Role', 'Develop technical architecture to enable Analytics and Data Science using industry best practices for large scale processing;', 'Design, develop and implement data pipelines for batch and streaming solutions;', 'Research and develop distributed crawler and data acquisition system; optimize the crawling strategy and improve the crawling effect;', 'Monitor data quality across data processing lifecycle;', 'Cloud-based data infrastructure administration and database administration when necessary.', 'Your Profile']"
