,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
2742,08-Oct-21,Business Analyst / Project Executive (22 - 25K) - FinTech / Gaming,STA Pacific Limited,Tsuen Wan Area,Human Resources Management/Consultancy,2 years,,,"['Responsibilities', ""Participate into the IT project management to collect users' requirements from business clients and coordinate with the internal departments for the system design"", 'Outline the project scope, timeline, schedule and manpower required for different projects', 'Monitor the progress of the projects in different phases and tackle issues', 'Assist on the design of the test cases and participate into the UAT process', ""Product launch and users' training"", 'Requirements', '2 - 3 years working experience in IT project management', 'Good communication and presentation skills', 'Higher Diploma or above in Information Technology / Computer Science / Business-related']"
2743,15-Oct-21,"Manager, Information Security - REQ5916 (based in Hong Kong)",Melco Resorts & Entertainment Limited,Pok Fu Lam,Trading and Distribution,8 years,,,"['POSITION SUMMARY:', 'The role is to assist in strategic information security planning based on industry-standard best practices to achieve business goals by prioritizing defense initiatives and coordinating the evaluation, deployment, and management of current and future information security technologies and run the Security Assessments on new technologies coming in to the organization', 'PRIMARY RESPONSIBILITIES:', 'Remain informed on trends and issues in the information security industry', 'Manages or oversees large scale or critical security infrastructure projects', 'Coordinate the security project through its progressive stages, with the goal of project completion within specified time and budget constraints', 'Stay current with any advances or changes in IT security system, technology and methodology', 'Produce risk analysis and risk mitigation plans', 'Effectively build and manage project budgets', 'Recommend and direct the analysis and solution of complex problems']"
2744,13-Oct-21,Digital Product Owner - DFS91121099,DFS Hong Kong Limited,Tsim Sha Tsui,Wholesale / Retail,,,,"['Purpose of the Role', 'This role will introduce and lead the design and development of exceptional global digital products for the group and work across departments and vendors to ensure its readiness.', 'Responsibilities', 'Establish user-centric product vision and roadmap based on the overall digital strategy plan.', 'Support digital portfolio owner to build business cases and maximize the commercial value of digital products.', 'Communicate product vision, roadmap and progress to all internal and external stakeholders.', 'Champion the agile methodology throughout the enterprise for rapid design and development of exceptional global products.', 'Prioritize requirements backlogs compromising both the business needs and technical readiness.', 'Identify both business and technical impediments and drive for solution', 'Lead planning of product releases and set expectations for delivery of new features']"
2745,09-Oct-21,Senior Associate - System Specialist - Data Centre Operations - GTS,PwC,,Accounting/Audit/Tax Services,5 years,"['- Experienced in supporting a broad portfolio of IT and infrastructure work streams simultaneously (hardware and software): projects, strategic initiatives, BAU technical support/service operations, etc', '- Customer-focused, proactive and approachable with a service-oriented manner; comfortable working independently with very limited supervision', '- Ability to work under pressure, sometimes for long unsocial hours', '- Ensure that problems are managed, and escalated efficiently with the minimum disruption to the business', '- Hands on experience with Public and Private Cloud maintenance and support', '- Experience on Private Cloud Technologies (ESX VSI/VDI)', '- Experience on Operating system engineering (Windows, Linux, &amp; ESX)', '- Experience on Data Analytics and reporting', '- Data retention and recovery', '- At least 5 years’ of related experience', '- Fluent communication skill in both written and spoken English, and Chinese (Cantonese and/or Putonghua)']",,"['Job Description &amp; Summary', 'A career in Information Technology, within Internal Firm Services, will provide you with the opportunity to support our core business functions by deploying applications that enable our people to work more efficiently and deliver the highest levels of service to our clients. Our Information Technology Generalist - Practice Support team focuses on managing the design and implementation of technology infrastructure within PwC, developing and enhancing internal applications, and providing technology tools that help create a competitive advantage for PwC to drive strategic business growth.', 'Job Description', '- Provide technical support services including: data Centre operations &amp; supervision, equipment maintenance and service provisioning', '- Responsible for deploying and maintaining a wide variety of machines and services, and provide assistance to Senior System Specialist', '- Provide high level support for Linux servers – on prem and on Clouds', '- Perform regular patches update for Linux/Windows servers', '- Perform daily backup to maintain data integrity', '- Incident handling, problem troubleshooting and escalation to upper tier', '- Monitor performance and ensure network &amp; system availability', '- New technology - To study the product portfolio and maintain a good basic level of technical know-how', '- Providing Level-2 support and troubleshoot', '- Handling ad-hoc task', 'Requirements:', '- Experienced in supporting a broad portfolio of IT and infrastructure work streams simultaneously (hardware and software): projects, strategic initiatives, BAU technical support/service operations, etc']"
2746,12-Oct-21,"Associate, Research & Development",Prokentide Biotechnology Limited,Hung Hom,Health &amp; Beauty Care,3 years,,,"['Responsibilities', 'Coordinate product development projects of new health supplements, for instance, formulation design, ingredient research, production setup &amp; monitoring, etc.', 'Conduct literature and market trend research such as overviews of disease management, latest research findings, competitor landscape, etc.', 'Develop educational materials on health, food and science that are on target per client needs and company’s directions', 'Work closely with internal stakeholders such as Marketing and Sales teams in market research and new product launch', 'Liaise with CRO institutions on the project progress and results', 'Qualifications', ""Master's degree or above in Biological Sciences, Organic Chemistry, Immunology or medical-related disciplines, with at least 3 years work experience in healthcare/research industry"", 'Excellent written and verbal communications\xa0in science']"
2747,15-Oct-21,(Junior) Commercial Support Specialist (multi-national scientific instruments company),Healthcore Consultancy Limited,,Human Resources Management/Consultancy,,,"['Provide commercial support including order processing, contract review, logistic processes &amp; documents, reporting, etc.', 'General Qualifications / Skills:', '1+ years related work experience', 'Some experience in supply chain / logistics is advantageous', 'Good communication, coordination and interpersonal skills', 'Interested candidates please send CV\xa0via the ""APPLY NOW"" button. Personal data collected will be used for recruitment purposes only.']","['HealthCore is a professional recruitment company specializing in the healthcare &amp; life science industry. HealthCore is currently helping one of its clients, a multi-national scientific instruments company,\xa0to recruit a\xa0(Junior) Commercial Support Specialist.', 'General\xa0Job Responsibilities:', 'Provide commercial support including order processing, contract review, logistic processes &amp; documents, reporting, etc.', 'General Qualifications / Skills:', '1+ years related work experience', 'Some experience in supply chain / logistics is advantageous', 'Good communication, coordination and interpersonal skills', 'Interested candidates please send CV\xa0via the ""APPLY NOW"" button. Personal data collected will be used for recruitment purposes only.']"
2748,13-Oct-21,Blockchain Software Engineer,Hays,,Human Resources Management/Consultancy,,,,"['Join a leading encrypted digital currency mining company!', 'Your new company', 'Our client is a leading encrypted digital currency mining company, with a long-term development strategy in the entire industry chain.', ""The company's business goes deep into the development and production of cryptocurrency mining, mining pools, mining farms, and mining machines."", 'This company has a leading position in the industry as well as a continuous and steady growth in computing power!', 'Your new role', 'You will be responsible for participating in mining pool system design, system architecture construction and performance optimisation.', 'You will also participate in the formulation of business technical plans.', 'You will submit high-quality code, and complete development tasks on time.', 'You will be responsible for the design and development of micro service architecture.', 'You will participate in the back-end code iteration and refactoring.', 'You will make the effective communication with product, testing, and operation teams and ensure products are delivered on time.', ""What you'll need to succeed"", 'You need a Bachelor degree or above in computer science or related majors.']"
2749,12-Oct-21,SENIOR RESEARCH ANALYST,Company Confidential,,Mixed Industry Group,,,,"['Job Descriptions:', 'Responsible for preparing research reports and financial analysis for related companies especially in healthcare/ biotechnology industry, electric vehicle and new economy sectors', 'Provide Dada analysis, conduct business models assessment, develop and maintain sector-specific databases', 'Provide hands-on research support for the evaluation of potential investment opportunities/ projects, as well as the existing investments', 'Qualifications:', 'University Degree or above in related fields, such as finance, economics, biology, medical and computer science', '5-10 years of research experience covering Healthcare, EV and New Economy sector stocks at a reputable investment bank is preferred']"
2750,08-Oct-21,Business Analyst - IT & Construction Industry,dRoW Limited,Shatin Area,Architecture/Building/Construction,,,,"['dRoW (Digital Record of Works)', 'is a project management platform for all aspects of construction.', 'We’re looking for young and energetic people to join the team who are as excited as we are to help build the platform that empowers the construction industry to become truly paperless.', 'Why us?', 'Young and Energetic', '- We work hard, we play hard together as a close-knit group.', 'Continued Growth', '- We encourage our staff to learn on the job and experiment with new technologies.', 'We Listen', '- We greatly value our staff’s opinions. We make critical decisions together as a team.', 'Potential', '- The construction industry is one of the slowest to adopt new technologies. dRoW strives to be a difference maker in a slow-moving industry.']"
2751,13-Oct-21,Growth Marketing Lead,Spread-it Limited,Cheung Sha Wan,Advertising/Public Relations/Marketing Services,,,,"['What You Will Do', '* Build the data-driven vision and strategy of engagement marketing initiatives to accelerate the growth of our Spreadian acquisition, accountable for performance against KPIs', '* Responsible for developing, planning, and executing on strategies to drive Spreadians engagement and improve activation, engagement &amp; retention', '* Own &amp; manage cross-channel data-driven automated triggered lifecycle and ad hoc email campaigns end-to-end', '* Conduct regular, extensive experimentation and in-depth user data analyses to facilitate rapid learning &amp; application of any insights', '* Serve as a subject matter expert in user experiences and related systems / tooling to deliver solutions &amp; continuously improve execution', '* Own project management and cross-functional campaign development workflow with partner &amp; stakeholder teams (e.g. Product, Engineering, Data Science, Creative, Brand, Production)', '* Translate business goals into accurate delivery requirements, including but not limited to: specifying required data, segmentation &amp; targeting logic, and dynamic content requirements', '* Articulate and present strategy, progress, results and data analyses / learnings effectively to stakeholders and the wider business', '* Conduct industry benchmarks and competitive research to influence decision-making and planning']"
2752,07-Oct-21,Business Analyst |  Attractive Package,Osmium Consulting Group Limited,,Human Resources Management/Consultancy,,,,"['Responsibilities', 'Work closely with both the project team, IT team &amp; client', 'Present clear UX flow to clients &amp; understand the functionalities from\xa0clients', 'To gather, validate and maintain business objectives and requirements\xa0matrix', 'Assist Project Manager in providing consultancy', 'To analyze the customer/ user touch-points to achieve the business\xa0objectives and ensure a positive experience of the Product and Brand\xa0throughout use', 'To provide the development teams with an understanding', 'of the\xa0requirements and expected behaviors, acting as the first point-of-contact\xa0for clarification', 'Requirement', 'Degree holder in Business/Computer Science / Information Technology\xa0or related discipline']"
2753,14-Oct-21,Executive Assistant in the Student Development Services [Ref. B/499/03],City University of Hong Kong,,Education,2 years,,,"['Duties :', 'Provide daily administrative support to career service, career preparation and education workshops;', 'Provide logistics support to the Career and Leadership Centre’s (CLC) events and programmes that enhance graduates’ employability;', 'Carry out and coordinate finance-related tasks of the office;', 'Assist in handling employers’ inquiries, requests for recruitment talks, promotion, and job postings;', 'Answer phone calls and handle email inquiries to CLC hotline and mailbox; and', 'Perform any other duties as assigned.', 'Working outside office hours for supporting events and activities will be required.', 'Requirements', ':\xa0 5 passes in HKCEE/HKDSEE, including English Language, Chinese Language, and Mathematics, with at least 2 years’ clerical experience.\xa0 Good command of written and spoken English and Chinese and proficiency in computer applications (such as MS Word, Excel, PowerPoint) are required.\xa0 Graphic design and website management skills would be an advantage.']"
2754,08-Oct-21,Analyst / Senior Analyst - Pricing & Analytics (Pricing Strategy Analysis & Revenue Forecast),Genting Hong Kong Limited,Kwun Tong,Entertainment/Recreation,4 years,"['Bachelor’s degree in Statistics, Mathematics, Engineering, Business, Finance, or similar technical discipline required', 'At least 4 years of work experience in an analytical role performing quantitative analysis, pricing, revenue forecasting and consulting in consumer oriented industries', 'Experience in the travel and hospitality or consuming facing food &amp; beverage industry is an advantage', 'Ability to structure and scope complex problems and apply a range of analytical tools to develop solutions', 'Holistic understanding of business drivers, working P&amp;L knowledge and strong commercial acumen guest experience &amp; onboard revenue', 'Excellent partnership and communication skills to work with levels of staff within the organization', 'Self-motivated with a willingness to dig deep into operations', 'Demonstrate strong attention to detail and accuracy', 'Excellent command of written and spoken English and Chinese', 'Strong proficiency in SQL and databases with advanced level of MS Excel', 'Proficient in SAS, Python or R languages']","['Lead continuous analyses to uncover insights that drive revenue performance and positive guest experience', 'Apply predictive modelling and methodologies to drive monthly revenue forecast and pricing exercises', 'Build pro forma and post mortem and develop promotion strategies', 'Aid in developing pricing strategies and providing price recommendations', 'Create dashboards and reports to perform KPI tracking for different stakeholders', 'Perform daily revenue reconciliation and lead projects to improve efficiencies and accuracies in the processes', 'Own the data warehouse and enforce data consistency', 'Provide support in the development of annual and periodic budget cycles and capital planning for new build', 'Partner closely with shipboard and shore operation teams to implement revenue driving initiatives', 'Requirements:']","['Working location:', 'Elite Centre in Kwun Tong', 'Responsibilities:', 'Lead continuous analyses to uncover insights that drive revenue performance and positive guest experience', 'Apply predictive modelling and methodologies to drive monthly revenue forecast and pricing exercises', 'Build pro forma and post mortem and develop promotion strategies', 'Aid in developing pricing strategies and providing price recommendations', 'Create dashboards and reports to perform KPI tracking for different stakeholders', 'Perform daily revenue reconciliation and lead projects to improve efficiencies and accuracies in the processes', 'Own the data warehouse and enforce data consistency']"
2755,12-Oct-21,FinTech -  DevOps Engineer/ Java Developer / System Analyst,Andrew Found Limited,Central,Others,2 years,,,"['Job Description', 'Systems and solution design as well as implementation of new solutions to meet market/client\xa0needs;', 'Automate and streamline operations and\xa0processes;', 'Build and extend evolving continuous delivery technology\xa0platform;', 'Develop in cloud environments such as AWS and\xa0Azure;', 'Contribute to system architecture design.', 'Qualifications', 'B.S. in Computer Science, Engineering or\xa0related discipline;', 'At least 1 year of expertise with Continuous Integrate/ Delivery &amp; Dependency Management (Maven, Git).\xa0(Candidate with\xa0more\xa0experiences will be considered as', 'Sr.\xa0DevOps\xa0Engineer/ DevOps\xa0Lead', ');', 'Proficient in\xa0DevOps\xa0tooling such as Kubernetes, CI/CD, Docker, Hibernates.', 'Coding experience in Java or spring framework.', 'Experience with Cloud Service Providers (CSP) such as AWS and\xa0Azure;', 'Passionate about new technology, motivate and fast-learner;']"
2756,12-Oct-21,ICT Infrastructure Lead (Ref: R2868),West Kowloon Cultural District Authority,Tsim Sha Tsui,Others,10 years,,,"['You will be responsible for:', 'providing administration and support to VMware, Windows and Linux platform;', 'providing administration and support to Cloud platform like Microsoft Office 365, AWS and Azure;', 'ensuring system security and data integrity, including backup and restore, disaster recovery planning, implementation and execution;', 'preparing technical documents and reports, implementation proposals and user manual;', 'cooperating with and managing the vendor of IT projects and assisting in monitoring the implementation of IT projects;', 'participating in solution and software evaluation, performance monitoring and diagnoses, identify and prevent potential issue proactively; and', 'providing system ongoing technical support and assisting the management of IT helpdesk service.', 'You should:', 'possess a recognised university degree in Computer Science, IT or equivalent;']"
2757,08-Oct-21,Systems Analyst (Multimedia / Windows7/8/10 / Event Management / IT Promotion),EDPS Systems Limited,,Information Technology,4 years,"['Degree/Higher Diploma holder in Information Technology/Computer Science or equivalent;', 'Minimum 4 years post-qualification relevant IT experience,\xa0preferably related to', 'event and programme support, liaison, coordination and management related to innovation and technology sectors;', 'Minimum 1 year experiences as Systems Analyst or similar capacity;', 'Proven track records in implementing and coordinating events, as well as content creation and editing\xa0relevant to the events;', 'Good knowledge of emerging and innovative technologies related to artificial intelligence, big data\xa0analytics, robotics technologies, chatbot, 5G, Internet of Things, AR/VR, blockchain and NLP is preferred;', 'Be self-motivated, mature and able to work independently and prepared to work irregular hours;', 'Strong command of written and spoken English and Chinese (Putonghua and Cantonese);and', 'A strong team player with excellent interpersonal and communications skills to work effectively and\xa0closely with internal and external stakeholders.', 'Interested parties please send detailed resume with present/expected salary to HR Department.', 'Address: Room 1202, 12/F, Harcourt House, 39 Gloucester Road, Wanchai, Hong Kong.', 'Tel: 2838-6813', 'Fax: 2838-6776']",,"['Responsibilities', ':', 'Contract to a government department to\xa0support the administration, coordination and management of events and\xa0programmes held under the Smart Government Innovation Lab (Smart Lab), including but not limited to\xa0seminars, technology forums, workshops, exhibitions, expo, etc., which aims at promoting innovation\xa0technologies and solutions to government bureaux / departments (""B/Ds"").', 'Prepare publicity write-ups such as speeches, presentations, press releases, social media posts, etc.;', 'Plan and conduct seminars / webinars, technology forums, workshops, exhibitions, expo and other events\xa0under the Smart Lab;', 'Liaise and work closely with various stakeholders to identify, plan and implement events and programmes;', 'Compile event statistics, prepare relevant reports and presentation materials;', 'Fulfil visiting requests from B/Ds and guide the visits by presenting the Smart Lab showcases to visitors; and', 'Keep abreast of the latest development of various innovation technologies.', 'Requirements:', 'Degree/Higher Diploma holder in Information Technology/Computer Science or equivalent;', 'Minimum 4 years post-qualification relevant IT experience,\xa0preferably related to', 'event and programme support, liaison, coordination and management related to innovation and technology sectors;', 'Minimum 1 year experiences as Systems Analyst or similar capacity;', 'Proven track records in implementing and coordinating events, as well as content creation and editing\xa0relevant to the events;']"
2758,08-Oct-21,2022 Macau Graduate Program - Staff Accountant/Staff Associate,EY,Others - Macau,Accounting/Audit/Tax Services,,,,"['Responsibility', 'Exceptional EY experience, It’s yours to build.', 'Want to feel challenged, motivated and valued every day? To inspire change and leave a legacy? EY people are helping to shape the future. Here at EY organization, you’ll build a legacy. You’ll grow your skillset, and expand your mindset. You’ll build relationships and feel rewarded for all that you do. Here EY people working together is just as important as the work they actually do together.', 'All 2021/2022 graduates in all disciplines are welcomed to join EY.', '1. Assurance – Audit', '2. Consulting', '3. Tax', 'Assurance', 'Audit', 'The opportunity', 'Assurance professionals play a vital role in the economy by providing companies, investors and regulators with confidence about the validity of financial statements, business-critical information or processes. But assurance skills are not limited to audit or to finance. Assurance professionals also help clients make informed decisions about environmental policies, governance and management systems and fraud investigation. Our services include auditing, financial accounting advisory service, and fraud investigation and disputes services.', 'Your key responsibilities', '• Examine a company’s financial statement and test their reliability', '• Get to know the business and assess processes/controls used to produce the financial statement', '• Understand business drivers, associated risks and their potential effect on financial statement accounts', 'What we look for']"
2759,12-Oct-21,"Tech Lead (Oracle, SQL Server, Linux, Microsoft C#, .NET, Java)",Pactera (Hong Kong) Limited,Shatin Area,Information Technology,7 years,,,"['About us', 'Pactera is a global company offering consulting, digital, technology and operations services to the world’s leading enterprises. From our roots in engineering to the latest in digital transformation, we give customers a competitive edge.', 'Our Culture', 'Within our tech team, we are about passion to win, value our people, and client orientated, ect. We treat our people with respect and trust and give them a ton of freedom and autonomy to make an impact. \xa0Join the growing company using technology to tackle enterprises toughest challenges.', 'About this Job', 'As a Tech Lead and work closely with Technical Manager and Solution Architects, Business Analyst and Business User to design, develop, test, and implement the software project that support the business growth.', 'Key Responsibilities']"
2760,11-Oct-21,"Solutions Consultant, Business Process Automation",RICOH HONG KONG LIMITED,Kowloon Bay,Others,3 years,,,"['The Job:', 'Identify, understand and define business requirement from client, preparing for the technical\xa0proposal, system demonstration and proof of concept during the pre-sales stage', 'Provide technical support and assist sales team for closing deal', 'Align', 'with internal parties for\xa0technical materials including sales presentations, proposals, demonstrations and tender bidding', 'Collaborate with internal solution teams on project implementation, e.g. Refining the requirement for SOW preparation, system design etc', 'The Person:', 'Degree in Computer Science / Information Technology or related discipline', 'At least 3 years solid experience on pre-sales (Enterprise Content Management solutions)']"
2761,02-Nov-21,SPORT BIOMECHANICS OFFICER,Hong Kong Sports Institute Ltd,Shatin Area,Others,2 years,,,"['THE JOB', 'Reporting\xa0to the Senior Sport Biomechanics Officer of the Sport Biomechanics and Technology Center, the\xa0Sport Biomechanics Officer will be responsible for the following duties:', 'To assist the fabrication of sports specific monitoring and feedback systems;', 'To provide training monitoring with qualitative and/ or quantitative real-time feedback to elite athletes ;', 'To conduct biomechanics test for elite athletes;', 'To process and analyze data that is generated from existing sports specific systems;', 'To assist\xa0departmental daily normal operation, data collection and', 'interpretation', ', report writing and provide feedback to coaches and relevant parties;']"
2762,"{date}"",""",Temporary Officer – Education Assessment Services (Contract period up to 1 year),Hong Kong Examinations and Assessment Authority,,Education,,"['(a)\xa0\xa0 \xa0A Higher Diploma or above in Information Technology, Computer Science or other relevant disciplines or equivalent;', '(b)\xa0\xa0 \xa0Solid working experiences in XML, CSS, and HTML;', '(c)\xa0\xa0 \xa0Proficient in computer software including Microsoft Office, Excel;', '(d)\xa0\xa0 \xa0Good command of spoken and written English and Chinese;', '(e)\xa0\xa0 \xa0A meticulous team player with good interpersonal and communication skills;', '(f)\xa0\xa0 \xa0Able to work independently and under tight timeline;', '(g)\xa0\xa0 \xa0Be able to work full time throughout the appointment period;', '(h)\xa0\xa0 \xa0Candidates with less academic qualifications but strong technical skills may be considered.', 'Employment Terms:', 'The remuneration package will be commensurate with qualifications and experience.\xa0 Appointment will be on a temporary contract with MPF benefits.', 'Date for Application Review: 18 November 2021', 'Applications would be considered until the post is filled.', 'Application forms can be obtained from the HKEAA office on 13/F., Southorn Centre, 130 Hennessy Road, Wan Chai, Hong Kong or downloaded from the HKEAA website (', 'http://www.hkeaa.edu.hk/tc/Career/temp.html', ""). Completed application forms should be returned to the Manager – Human Resources at the above address. Due to the secrecy nature of HKEAA's job duties, applicants invited for interview may be required to make a declaration of any conflict of interests. Applicants not notified within 10 weeks from the application review date should consider their applications unsuccessful."", 'The HKEAA is an equal opportunities employer and welcomes applications from all qualified candidates. Information provided relating to employment will be kept confidential and used only for processing applications. For details, please refer to the Policy Statement on Equal Opportunities and the Personal Information Collection Statement on the HKEAA website (', 'www.hkeaa.edu.hk', ').']",,"['Duties:', 'The appointee will be responsible for converting assessment items from paper mode to Internet mode on provided computers and Internet platforms as well as processing data and documents.', 'Requirements:', '(a)\xa0\xa0 \xa0A Higher Diploma or above in Information Technology, Computer Science or other relevant disciplines or equivalent;', '(b)\xa0\xa0 \xa0Solid working experiences in XML, CSS, and HTML;', '(c)\xa0\xa0 \xa0Proficient in computer software including Microsoft Office, Excel;', '(d)\xa0\xa0 \xa0Good command of spoken and written English and Chinese;', '(e)\xa0\xa0 \xa0A meticulous team player with good interpersonal and communication skills;', '(f)\xa0\xa0 \xa0Able to work independently and under tight timeline;', '(g)\xa0\xa0 \xa0Be able to work full time throughout the appointment period;', '(h)\xa0\xa0 \xa0Candidates with less academic qualifications but strong technical skills may be considered.', 'Employment Terms:', 'The remuneration package will be commensurate with qualifications and experience.\xa0 Appointment will be on a temporary contract with MPF benefits.', 'Date for Application Review: 18 November 2021', 'Applications would be considered until the post is filled.']"
2763,03-Nov-21,Laboratory Technician/ Chemist,Ecospace Limited,Tsing Yi,Energy/Power/Water/Oil &amp; Gas/Waste Management,,,,"['Responsibilities', 'Carry out chemical analysis as directed and ensure work conforms to standards and is completed accurately and in a timely manner.', 'Perform laboratory procedures according to QA/QC SDPs and conforms to standard operating procedures for laboratory operation, etc', 'Record data in a tidy manner and reports to senior laboratory staff if there is any problem.', 'Operate and maintain specific laboratory equipment under supervision of senior laboratory staff.', 'Maintain good housekeeping of the laboratory； Applies safety rules and adheres to general conduct regulations in handling laboratory materials and equipment.', 'Arrange for removal of waste material generated by laboratory work in area of responsibility.', 'Serves on internal/external laboratory committees as needed.', 'Requirements']"
2764,"{date}"",""",Infrastructure and Operations engineer,Gravitas Recruitment Group,,Human Resources Management/Consultancy,2 years,"[""Bachelor's degree in Computer Science or related disciplines."", ""Minimum 2 years' working experience in IT technical supporting function, server and network support."", 'Knowledge and experience in WAN/LAN, DNS, DHCP, SAN, NAS Storage and TCP/IP.', 'Knowledge and experience with Microsoft Windows Servers, Microsoft Exchange Mail Server and Virtualization knowledge (VMWare).', 'Knowledge and experience in Next generation firewall, Layer 2 &amp; Layer 3 Switching and Network Routing.', 'Knowledge on network security technology, including Advanced Threat Protection, Web Application Firewall, Intrusion Prevention System.', 'Preference will be given to MCSE and/or CCNP holder.', 'Holder of VM VCP, CISSP is a plus.', 'Strong problem solving, root cause analysis techniques, and able to work independently.']","['Responsible for the daily operations, administration and maintenance of the data center, network devices, servers, storage, databases, desktops / laptops, and peripherals.', 'Manage, design, develop the system infrastructure including but not limited to LANs, WANs, internet, security and wireless implementations to ensure a stable IT environment is maintained.', 'Help to establish the policies and procedures for Infrastructure and Operations.', 'Implement any IT Infrastructure projects as required.', 'Provide helpdesk support services and training to the end user.', 'Negotiate with external vendors and contractors for infrastructure-specific products and services.', 'Job Requirements:', ""Bachelor's degree in Computer Science or related disciplines."", ""Minimum 2 years' working experience in IT technical supporting function, server and network support."", 'Knowledge and experience in WAN/LAN, DNS, DHCP, SAN, NAS Storage and TCP/IP.', 'Knowledge and experience with Microsoft Windows Servers, Microsoft Exchange Mail Server and Virtualization knowledge (VMWare).', 'Knowledge and experience in Next generation firewall, Layer 2 &amp; Layer 3 Switching and Network Routing.', 'Knowledge on network security technology, including Advanced Threat Protection, Web Application Firewall, Intrusion Prevention System.', 'Preference will be given to MCSE and/or CCNP holder.', 'Holder of VM VCP, CISSP is a plus.', 'Strong problem solving, root cause analysis techniques, and able to work independently.']","['Job Description', 'Job Responsibilities:', 'Responsible for the daily operations, administration and maintenance of the data center, network devices, servers, storage, databases, desktops / laptops, and peripherals.', 'Manage, design, develop the system infrastructure including but not limited to LANs, WANs, internet, security and wireless implementations to ensure a stable IT environment is maintained.', 'Help to establish the policies and procedures for Infrastructure and Operations.', 'Implement any IT Infrastructure projects as required.', 'Provide helpdesk support services and training to the end user.', 'Negotiate with external vendors and contractors for infrastructure-specific products and services.', 'Job Requirements:', ""Bachelor's degree in Computer Science or related disciplines."", ""Minimum 2 years' working experience in IT technical supporting function, server and network support."", 'Knowledge and experience in WAN/LAN, DNS, DHCP, SAN, NAS Storage and TCP/IP.']"
2765,"{date}"",""",Information Security Manager / IT Security Specialists,Seamatch Asia Limited,Shatin Area,Human Resources Management/Consultancy,2 years,"['University degree preferably in Computing Science or relevant discipline', 'At least 5 years related working experience in IT security / audit; senior roles for more experienced candidates', 'Familiar with\xa0GDPR,\xa0 CCPA, PCIDSS and related\xa0international information security standards', 'Holder of CISA / CISM / CISSP / ISO27001 related certificates preferred', 'Able to work under pressure and meet tight deadlines', 'Good command of both written and spoken English and Chinese']","['Manage technology risk scenarios to\xa0mitigate security risk factors and develop policies &amp; guidelines for continual improvement of cybersecurity procedures.', 'Maintain updated IT policies and relevant security standards to ensure best practice of IT risk management and security compliance in daily operation.', 'Conduct security risk assessment (SRA)\xa0and\xa0cyber resilience review on existing IT infrastructures and new projects.', 'Liaise with external vendors on IT audits and security projects', '.', 'Requirements:', 'University degree preferably in Computing Science or relevant discipline', 'At least 5 years related working experience in IT security / audit; senior roles for more experienced candidates', 'Familiar with\xa0GDPR,\xa0 CCPA, PCIDSS and related\xa0international information security standards', 'Holder of CISA / CISM / CISSP / ISO27001 related certificates preferred', 'Able to work under pressure and meet tight deadlines', 'Good command of both written and spoken English and Chinese']","['Our client is a one of the largest multinational electronics manufacturers in the world. They are looking for:', 'Information Security Manager / IT Security Specialists', '** Familiar with international information', 'security standards related to consumer data privacy protection such as', 'GDPR,\xa0 CCPA and PCIDSS in US and EU countries', '**', 'Responsibilities:', 'Manage technology risk scenarios to\xa0mitigate security risk factors and develop policies &amp; guidelines for continual improvement of cybersecurity procedures.', 'Maintain updated IT policies and relevant security standards to ensure best practice of IT risk management and security compliance in daily operation.', 'Conduct security risk assessment (SRA)\xa0and\xa0cyber resilience review on existing IT infrastructures and new projects.', 'Liaise with external vendors on IT audits and security projects', '.']"
